Date,water_L,fecha_inicio_ciclo,avg_weight,total_weight,num_anim_total,t2m_C
2023-03-25,23333.02568642444,2023-01-23,"66,1",274183.0,4148.0,15.183441
2023-03-26,22092.09356672646,2023-01-23,"66,1",274183.0,4148.0,14.566986
2023-03-27,24122.767009108265,2023-01-23,72,298656.0,4148.0,14.599945
2023-03-28,26726.50491703776,2023-01-23,72,298656.0,4148.0,14.333405
2023-03-29,25615.75308008065,2023-01-23,72,298656.0,4148.0,15.118561
2023-03-30,28786.0280842506,2023-01-23,72,298656.0,4148.0,18.190826
2023-03-31,25243.218118045825,2023-01-23,72,298656.0,4148.0,18.629913
2023-04-01,29456.171624953,2023-01-23,72,298656.0,4148.0,15.089569
2023-04-02,22133.41898633528,2023-01-23,72,298656.0,4148.0,13.213226
2023-04-03,28199.31953519469,2023-01-23,"79,6",330181.0,4148.0,13.687592
2023-04-04,27384.086019716044,2023-01-23,"79,6",330181.0,4148.0,13.792694
2023-04-05,19163.80022464864,2023-01-23,"79,6",330181.0,4148.0,13.487518
2023-04-07,26937.00773037772,2023-01-23,"79,6",330181.0,4148.0,15.472778
2023-04-08,33166.347943174085,2023-01-23,"79,6",330181.0,4148.0,14.525665
2023-04-09,30909.565178014625,2023-01-23,"79,6",330181.0,4148.0,16.151764
2023-04-10,24442.46807859623,2023-01-23,"86,4",358387.0,4148.0,18.269562
2023-04-11,23974.98598595561,2023-01-23,"86,4",358387.0,4148.0,18.40744
2023-04-12,22036.433881747264,2023-01-23,"86,4",358387.0,4148.0,17.53775
2023-04-13,23804.20172139077,2023-01-23,"86,4",358387.0,4148.0,13.1927185
2023-04-14,3386.5836395591905,2023-01-23,"86,4",358387.0,4148.0,15.283234
2023-04-15,17108.073976769138,2023-01-23,"86,4",358387.0,4148.0,15.983429
2023-04-16,24478.34100046007,2023-01-23,"86,4",358387.0,4148.0,15.010223
2023-04-17,27423.337289680283,2023-01-23,"93,2",386594.0,4148.0,15.560883
2023-04-18,25710.67471707557,2023-01-23,"93,2",386594.0,4148.0,14.578827
2023-04-19,2268.213835358578,2023-01-23,"93,2",386594.0,4148.0,15.57962
2023-04-20,948.7130063400616,2023-01-23,"93,2",386594.0,4148.0,18.373505
2023-04-21,4007.5177584266994,2023-01-23,"93,2",386594.0,4148.0,17.482086
2023-04-22,3688.417617525229,2023-01-23,"93,2",386594.0,4148.0,17.926788
2023-04-23,2990.3650324649752,2023-01-23,"93,2",386594.0,4148.0,18.877472
2023-04-24,2565.297671858348,2023-01-23,"99,8",413970.0,4148.0,19.742767
2023-04-25,2380.792017516754,2023-01-23,"99,8",413970.0,4148.0,21.449799
2023-04-26,2676.369633921635,2023-01-23,"99,8",413970.0,4148.0,21.408173
2023-04-27,2187.307153100975,2023-01-23,"99,8",413970.0,4148.0,21.457306
2023-04-28,3123.673308758064,2023-01-23,"99,8",413970.0,4148.0,21.359894
2023-04-29,4778.915310047111,2023-01-23,"99,8",413970.0,4148.0,22.242035
2023-04-30,9222.619693232018,2023-01-23,"99,8",413970.0,4148.0,21.641571
2023-05-01,8632.700266848124,2023-01-23,"106,4",441347.0,4148.0,21.100006
2023-05-02,9349.073674354251,2023-01-23,"106,4",441347.0,4148.0,20.304962
2023-05-03,9742.348127310548,2023-01-23,"106,4",425387.0,3998.0,19.967072
2023-05-04,9992.254735457956,2023-01-23,"106,4",425387.0,3998.0,20.655853
2023-05-05,8637.383804431292,2023-01-23,"106,4",384955.0,3618.0,21.700897
2023-05-06,9234.888407495358,2023-01-23,"106,4",384955.0,3618.0,22.248138
2023-05-07,10161.701795446526,2023-01-23,"106,4",384955.0,3618.0,21.210297
2023-05-08,10322.05649697294,2023-01-23,"112,8",391190.0,3468.0,21.826202
2023-05-09,10561.602186846245,2023-01-23,"112,8",374270.0,3318.0,21.699432
2023-05-10,11260.995212872642,2023-01-23,"112,8",357350.0,3168.0,19.133026
2023-05-11,15492.06318732283,2023-01-23,"112,8",335918.0,2978.0,17.582855
2023-05-12,12379.196191801077,2023-01-23,"112,8",335918.0,2978.0,16.113434
2023-05-13,9261.0128632495,2023-01-23,"112,8",335918.0,2978.0,16.751068
2023-05-14,9034.668911543886,2023-01-23,"112,8",335918.0,2978.0,18.02414
2023-05-15,10462.60147869062,2023-01-23,"119,2",336859.0,2826.0,18.518036
2023-05-16,11114.731675962184,2023-01-23,"119,2",336859.0,2826.0,19.010284
2023-05-17,9103.94521327472,2023-01-23,"119,2",336859.0,2826.0,18.175507
2023-05-18,11116.338021172784,2023-01-23,"119,2",291563.0,2446.0,18.086151
2023-05-19,11621.137676403354,2023-01-23,"119,2",291563.0,2446.0,17.309479
2023-05-20,11686.24075060656,2023-01-23,"119,2",291563.0,2446.0,18.23764
2023-05-21,10311.606412475152,2023-01-23,"119,2",291563.0,2446.0,18.213348
2023-05-22,10584.312060397267,2023-01-23,"125,3",287689.0,2296.0,18.181183
2023-05-23,11613.0456498666,2023-01-23,"125,3",269520.0,2151.0,19.419098
2023-05-24,10579.599532767184,2023-01-23,"125,3",221906.0,1771.0,18.434052
2023-05-25,126.7759260915251,2023-01-23,"125,3",221906.0,1771.0,16.979645
2023-05-26,417.5611358818476,2023-01-23,"125,3",221906.0,1771.0,19.155182
2023-05-27,11489.24775397437,2023-01-23,"125,3",221906.0,1771.0,20.193756
2023-05-28,11480.97552659978,2023-01-23,"125,3",221906.0,1771.0,20.864227
2023-05-29,11857.732740805695,2023-01-23,"131,3",232532.0,1771.0,21.202423
2023-05-30,13609.9100237302,2023-01-23,"131,3",212837.0,1621.0,20.355316
2023-05-31,12134.289794615845,2023-01-23,"131,3",212837.0,1621.0,21.572296
2023-06-01,17160.509997852758,2023-01-23,"131,3",162943.0,1241.0,19.177643
2023-06-02,19432.981583260364,2023-01-23,"131,3",162943.0,1241.0,19.810883
2023-06-03,13590.324270479086,2023-01-23,"131,3",162943.0,1241.0,20.203522
2023-06-04,13039.198194725484,2023-01-23,"131,3",159004.0,1211.0,19.80246
2023-06-05,11251.849598486458,2023-01-23,"137,1",139979.0,1021.0,21.327545
2023-06-06,13405.017025528969,2023-01-23,"137,1",113930.0,831.0,22.393036
2023-06-07,13595.11369954958,2023-01-23,"137,1",61832.0,451.0,21.185455
2023-06-08,19237.689731887865,2023-01-23,"137,1",61832.0,451.0,21.055695
2023-06-09,17541.21972100736,2023-01-23,"137,1",61832.0,451.0,23.20523
2023-06-10,17612.60098357501,2023-01-23,"137,1",61832.0,451.0,24.482635
2023-06-11,17953.366639217966,2023-01-23,"137,1",61832.0,451.0,22.88681
2023-06-12,17996.360597775838,2023-01-23,"142,7",64358.0,451.0,22.447296
2023-06-13,17602.31979888347,2023-01-23,"142,7",64358.0,451.0,21.986664
2023-06-14,19235.834122158616,2023-01-23,"142,7",64358.0,451.0,23.542816
2023-06-15,17992.989692841824,2023-01-23,"142,7",13699.0,96.0,24.473114
2023-06-16,20139.720293423063,2023-01-23,"142,7",13699.0,96.0,24.966217
2023-06-17,18033.251027585226,2023-01-23,"142,7",13699.0,96.0,26.116608
2023-06-18,21739.210381855264,2023-01-23,"142,7",13699.0,96.0,25.13858
2023-06-19,18879.25006971212,2023-01-23,"148,3",14237.0,96.0,24.473969
2023-06-20,17040.87950213421,2023-01-23,"148,3",14237.0,96.0,26.247711
2023-06-21,20960.04640528272,2023-01-23,"148,3",14237.0,96.0,26.043427
2023-06-22,20414.148302879843,2023-01-23,"148,3",14237.0,96.0,25.180267
2023-06-23,19422.676624982952,2023-01-23,"148,3",14237.0,96.0,26.45578
2023-06-24,17931.175527114774,2023-01-23,"148,3",14237.0,96.0,27.762238
2023-06-25,18492.45225096933,2023-01-23,"148,3",14237.0,96.0,29.393158
2023-06-26,15655.184156328092,2023-06-26,"19,2",52685.0,2744.0,29.757294
2023-06-27,16880.819174731874,2023-06-26,"19,2",52685.0,2744.0,28.587494
2023-06-28,15976.537281102048,2023-06-26,"19,2",52685.0,2744.0,28.2034
2023-06-29,16777.975990036477,2023-06-26,"19,2",52685.0,2744.0,26.161469
2023-06-30,16584.096314212176,2023-06-26,"19,2",65914.0,3433.0,23.257294
2023-07-01,15278.607392652528,2023-06-26,"19,2",65914.0,3433.0,23.499115
2023-07-02,15108.230919009216,2023-06-26,"19,2",65914.0,3433.0,25.749786
2023-07-03,12216.201927789409,2023-06-26,24,98928.0,4122.0,25.60202
2023-07-04,13832.480727408863,2023-06-26,24,98928.0,4122.0,24.772858
2023-07-05,9009.019804201733,2023-06-26,24,98928.0,4122.0,24.951202
2023-07-06,8421.245437969335,2023-06-26,24,98928.0,4122.0,24.175507
2023-07-07,8370.293467855332,2023-06-26,24,98928.0,4122.0,25.938507
2023-07-08,8746.466925292905,2023-06-26,24,98928.0,4122.0,27.9357
2023-07-09,9319.299123385228,2023-06-26,24,98928.0,4122.0,29.84494
2023-07-10,8942.190933889882,2023-06-26,"29,1",119950.0,4122.0,30.435028
2023-07-11,9487.032294365084,2023-06-26,"29,1",119950.0,4122.0,31.419037
2023-07-12,6534.554303562611,2023-06-26,"29,1",119950.0,4122.0,29.2482
2023-07-13,4117.927522869016,2023-06-26,"29,1",119950.0,4122.0,28.818085
2023-07-14,3569.4319776327025,2023-06-26,"29,1",119950.0,4122.0,28.10849
2023-07-15,3946.873995355457,2023-06-26,"29,1",119950.0,4122.0,28.953522
2023-07-16,3628.634611104675,2023-06-26,"29,1",119950.0,4122.0,26.081268
2023-07-17,3735.741896504052,2023-06-26,"34,6",142621.0,4122.0,29.164154
2023-07-18,5601.239408394545,2023-06-26,"34,6",142621.0,4122.0,31.954987
2023-07-19,3817.3338229897854,2023-06-26,"34,6",142621.0,4122.0,31.831451
2023-07-20,2082.361552425812,2023-06-26,"34,6",142621.0,4122.0,28.766632
2023-07-21,1848.0711504861472,2023-06-26,"34,6",142621.0,4122.0,27.927765
2023-07-22,1596.0453201955618,2023-06-26,"34,6",142621.0,4122.0,26.529144
2023-07-23,3600.1832172066934,2023-06-26,"34,6",142621.0,4122.0,28.398468
2023-07-24,3692.728552794803,2023-06-26,"40,4",166529.0,4122.0,29.228119
2023-07-25,3590.037379086057,2023-06-26,"40,4",166529.0,4122.0,25.143646
2023-07-26,3455.8234092327007,2023-06-26,"40,4",166529.0,4122.0,25.08377
2023-07-27,3184.783091097093,2023-06-26,"40,4",166529.0,4122.0,26.59616
2023-07-28,3296.186624748794,2023-06-26,"40,4",166529.0,4122.0,26.747711
2023-07-29,3396.3164440167297,2023-06-26,"40,4",166529.0,4122.0,28.74472
2023-07-30,5404.454461857603,2023-06-26,"40,4",166529.0,4122.0,28.200775
2023-07-31,6239.6189251459855,2023-06-26,"46,5",191673.0,4122.0,28.633392
2023-08-01,6601.256933189306,2023-06-26,"46,5",191673.0,4122.0,28.352325
2023-08-02,7826.854124305434,2023-06-26,"46,5",191673.0,4122.0,29.95816
2023-08-03,6821.092207417665,2023-06-26,"46,5",191673.0,4122.0,26.224213
2023-08-04,7458.41233722309,2023-06-26,"46,5",191673.0,4122.0,23.51651
2023-08-05,8120.263192984308,2023-06-26,"46,5",191673.0,4122.0,23.905975
2023-08-06,8831.33408226281,2023-06-26,"46,5",191673.0,4122.0,25.286346
2023-08-07,8605.077337257297,2023-06-26,"52,9",218054.0,4122.0,23.300812
2023-08-08,7814.225530458337,2023-06-26,"52,9",218054.0,4122.0,26.526276
2023-08-09,8886.132292774248,2023-06-26,"52,9",218054.0,4122.0,27.83725
2023-08-10,7758.186270278175,2023-06-26,"52,9",218054.0,4122.0,31.016022
2023-08-11,9678.71512687903,2023-06-26,"52,9",218054.0,4122.0,29.493683
2023-08-12,9159.381263679934,2023-06-26,"52,9",218054.0,4122.0,29.162384
2023-08-13,9192.271569451746,2023-06-26,"52,9",218054.0,4122.0,28.464386
2023-08-14,4970.24568064525,2023-06-26,"59,4",244847.0,4122.0,27.65268
2023-08-15,9552.952413208704,2023-06-26,"59,4",244847.0,4122.0,28.693146
2023-08-16,10801.088136138877,2023-06-26,"59,4",244847.0,4122.0,28.663727
2023-08-17,9412.871726141258,2023-06-26,"59,4",244847.0,4122.0,28.968903
2023-08-18,10051.495158531565,2023-06-26,"59,4",244847.0,4122.0,29.167755
2023-08-19,9557.46435284398,2023-06-26,"59,4",244847.0,4122.0,29.649628
2023-08-20,10715.605957183425,2023-06-26,"59,4",244847.0,4122.0,31.465485
2023-08-21,10691.154069324975,2023-06-26,"66,1",272464.0,4122.0,33.118988
2023-08-22,12943.103857144904,2023-06-26,"66,1",272464.0,4122.0,33.08835
2023-08-23,11496.259968542508,2023-06-26,"66,1",272464.0,4122.0,33.193146
2023-08-24,10528.734900095373,2023-06-26,"66,1",272464.0,4122.0,32.79355
2023-08-25,11595.39677809755,2023-06-26,"66,1",272464.0,4122.0,31.685394
2023-08-26,10542.364190553104,2023-06-26,"66,1",272464.0,4122.0,27.526215
2023-08-27,9971.681973249944,2023-06-26,"66,1",272464.0,4122.0,21.846405
2023-08-28,9517.915362188163,2023-06-26,72,296784.0,4122.0,21.469757
2023-08-29,13554.125741292984,2023-06-26,72,296784.0,4122.0,22.239899
2023-08-30,10902.755819961592,2023-06-26,72,296784.0,4122.0,22.235382
2023-08-31,11726.230379812248,2023-06-26,72,296784.0,4122.0,22.612396
2023-09-01,11478.79591140703,2023-06-26,72,296784.0,4122.0,24.321075
2023-09-02,13671.851552687584,2023-06-26,72,296784.0,4122.0,22.857819
2023-09-03,546.3344007110994,2023-06-26,72,296784.0,4122.0,24.753326
2023-09-04,7802.1834480356465,2023-06-26,"79,6",328111.0,4122.0,28.245697
2023-09-05,15345.848081604348,2023-06-26,"79,6",328111.0,4122.0,26.56546
2023-09-06,15975.083902881815,2023-06-26,"79,6",328111.0,4122.0,25.32315
2023-09-07,14790.47458573225,2023-06-26,"79,6",328111.0,4122.0,25.08017
2023-09-08,14382.034724100418,2023-06-26,"79,6",328111.0,4122.0,24.494843
2023-09-09,15914.947479367094,2023-06-26,"79,6",328111.0,4122.0,23.972229
2023-09-10,15346.71852398689,2023-06-26,"79,6",328111.0,4122.0,24.763641
2023-09-11,14875.709447314592,2023-06-26,"86,4",356141.0,4122.0,24.89627
2023-09-12,16485.730354402574,2023-06-26,"86,4",356141.0,4122.0,22.593475
2023-09-13,15641.65811118498,2023-06-26,"86,4",356141.0,4122.0,22.71048
2023-09-14,16443.530421227984,2023-06-26,"86,4",356141.0,4122.0,22.65274
2023-09-15,16071.455038564183,2023-06-26,"86,4",356141.0,4122.0,20.773956
2023-09-16,17196.761816434475,2023-06-26,"86,4",356141.0,4122.0,22.470001
2023-09-17,19607.71846402079,2023-06-26,"86,4",356141.0,4122.0,24.07486
2023-09-18,17369.305723345533,2023-06-26,"93,2",384170.0,4122.0,22.619781
2023-09-19,19582.81927896212,2023-06-26,"93,2",384170.0,4122.0,21.170624
2023-09-20,17633.57064939841,2023-06-26,"93,2",384170.0,4122.0,21.659637
2023-09-21,19998.20973184108,2023-06-26,"93,2",384170.0,4122.0,21.002655
2023-09-22,21376.02928183092,2023-06-26,"93,2",384170.0,4122.0,19.074677
2023-09-23,18813.829197135536,2023-06-26,"93,2",384170.0,4122.0,18.48404
2023-09-24,19019.52582835105,2023-06-26,"93,2",384170.0,4122.0,20.01181
2023-09-25,34086.06378951364,2023-06-26,"99,8",411376.0,4122.0,20.461487
2023-09-26,31636.05423008752,2023-06-26,"99,8",411376.0,4122.0,21.134216
2023-09-27,31239.191459470603,2023-06-26,"99,8",411376.0,4122.0,22.335175
2023-09-28,34024.513527500894,2023-06-26,"99,8",411376.0,4122.0,22.770844
2023-09-29,36376.37532502335,2023-06-26,"99,8",411376.0,4122.0,24.012848
2023-09-30,33403.75473577988,2023-06-26,"99,8",411376.0,4122.0,25.62912
2023-10-01,34042.54212595397,2023-06-26,"99,8",411376.0,4122.0,25.216644
2023-10-02,33835.60836259091,2023-06-26,"106,4",438581.0,4122.0,23.457336
2023-10-03,32096.30428875425,2023-06-26,"106,4",438581.0,4122.0,23.701935
2023-10-04,32348.74401554483,2023-06-26,"106,4",438581.0,4122.0,23.884369
2023-10-05,27102.14998209103,2023-06-26,"106,4",438581.0,4122.0,23.572266
2023-10-06,28938.15975823504,2023-06-26,"106,4",438581.0,4122.0,23.840576
2023-10-07,29715.385571902487,2023-06-26,"106,4",438581.0,4122.0,23.456543
2023-10-08,27575.71804319895,2023-06-26,"106,4",438581.0,4122.0,23.612244
2023-10-09,27169.49336034669,2023-06-26,"112,8",464962.0,4122.0,22.600311
2023-10-10,27539.29084378139,2023-06-26,"112,8",464962.0,4122.0,22.160797
2023-10-11,23798.56385802952,2023-06-26,"112,8",464962.0,4122.0,21.369446
2023-10-12,27578.946605092267,2023-06-26,"112,8",464962.0,4122.0,20.812927
2023-10-13,28957.293094562367,2023-06-26,"112,8",464962.0,4122.0,20.993927
2023-10-14,30820.06521313091,2023-06-26,"112,8",464962.0,4122.0,22.215668
2023-10-15,28432.957305981232,2023-06-26,"112,8",464962.0,4122.0,20.710297
2023-10-16,39298.73351777542,2023-06-26,"119,2",491342.0,4122.0,19.722992
2023-10-17,40242.54643158682,2023-06-26,"119,2",491342.0,4122.0,20.459564
2023-10-18,40400.64474314811,2023-06-26,"119,2",491342.0,4122.0,21.989594
2023-10-19,33126.081856308374,2023-06-26,"119,2",467502.0,3922.0,18.740082
2023-10-20,27035.46353235537,2023-06-26,"119,2",467502.0,3922.0,17.15097
2023-10-21,32121.05017929699,2023-06-26,"119,2",467502.0,3922.0,15.148773
2023-10-22,29588.482666326137,2023-06-26,"119,2",467502.0,3922.0,14.310577
2023-10-23,31490.130023124988,2023-06-26,"125,3",491427.0,3922.0,17.675201
2023-10-24,33006.646140470635,2023-06-26,"125,3",491427.0,3922.0,15.879059
2023-10-25,36159.09257632789,2023-06-26,"125,3",442058.0,3528.0,16.254303
2023-10-26,40392.48829674652,2023-06-26,"125,3",393191.0,3138.0,18.834198
2023-10-27,33846.10095501574,2023-06-26,"125,3",393191.0,3138.0,16.403778
2023-10-28,33786.07174680084,2023-06-26,"125,3",393191.0,3138.0,15.637421
2023-10-29,34444.95037515645,2023-06-26,"125,3",393191.0,3138.0,17.355865
2023-10-30,38896.93501911842,2023-06-26,"131,3",412019.0,3138.0,14.522308
2023-10-31,37004.04857705355,2023-06-26,"131,3",412019.0,3138.0,13.5052185
2023-11-01,35167.016011001186,2023-06-26,"131,3",387072.0,2948.0,12.889435
2023-11-02,34482.10952101226,2023-06-26,"131,3",327331.0,2493.0,14.55307
2023-11-03,28503.48680680876,2023-06-26,"131,3",327331.0,2493.0,11.860382
2023-11-04,26503.23583920564,2023-06-26,"131,3",327331.0,2493.0,12.529572
2023-11-05,30312.39125733223,2023-06-26,"131,3",327331.0,2493.0,14.686859
2023-11-06,23571.30705464619,2023-06-26,"137,1",341790.0,2493.0,11.038116
2023-11-07,27563.09608552944,2023-06-26,"137,1",290789.0,2121.0,9.35434
2023-11-08,25231.510098075803,2023-06-26,"137,1",290789.0,2121.0,9.936066
2023-11-09,22171.244084436697,2023-06-26,"137,1",237320.0,1731.0,11.8385315
2023-11-10,19145.061507444727,2023-06-26,"137,1",237320.0,1731.0,12.529755
2023-11-11,19698.03426395883,2023-06-26,"137,1",237320.0,1731.0,13.838959
2023-11-12,22862.194269434112,2023-06-26,"137,1",233893.0,1706.0,17.123505
2023-11-13,22770.930364508047,2023-06-26,"142,7",243446.0,1706.0,16.606415
2023-11-14,24330.48262120421,2023-06-26,"142,7",214906.0,1506.0,16.490448
2023-11-15,23345.97775509229,2023-06-26,"142,7",186366.0,1306.0,15.36911
2023-11-16,23218.84140894942,2023-06-26,"142,7",129714.0,909.0,15.678436
2023-11-17,17279.15451405398,2023-06-26,"142,7",73205.0,513.0,14.420929
2023-11-18,13765.302126333276,2023-06-26,"142,7",73205.0,513.0,13.329132
2023-11-19,13853.307442812644,2023-06-26,"142,7",63359.0,444.0,13.157562
2023-11-20,12361.427282651455,2023-06-26,"148,3",55019.0,371.0,12.718018
2023-11-21,14513.806626491678,2023-06-26,"148,3",25211.0,170.0,12.46225
2023-11-22,12688.808219981203,2023-06-26,"148,3",25211.0,170.0,11.390411
2023-11-23,11849.82404322264,2023-06-26,"148,3",25211.0,170.0,8.208221
2023-11-24,8955.974493578866,2023-06-26,"148,3",25211.0,170.0,8.423431
2023-11-25,4854.047804823888,2023-06-26,"148,3",25211.0,170.0,9.885773
2023-11-26,7384.818312705113,2023-06-26,"148,3",25211.0,170.0,9.296783
2023-11-27,6600.039596314842,2023-06-26,"153,9",26163.0,170.0,10.176544
2023-11-28,6878.834168433312,2023-06-26,"153,9",26163.0,170.0,12.831818
2023-11-29,4262.213565303085,2023-11-29,"19,2",26112.0,1360.0,13.085419
2023-11-30,3261.471501213532,2023-11-29,"19,2",26112.0,1360.0,14.358856
2023-12-01,1036.9207758104171,2023-11-29,"19,2",26112.0,1360.0,12.45401
2023-12-02,13158.394853879408,2023-11-29,"19,2",26112.0,1360.0,9.654877
2023-12-03,10010.40396653538,2023-11-29,"19,2",26112.0,1360.0,6.7028503
2023-12-04,10929.703089148696,2023-11-29,"19,2",26112.0,1360.0,7.9482117
2023-12-05,13579.955806714266,2023-11-29,"19,2",52608.0,2740.0,8.180634
2023-12-06,12825.12318987014,2023-11-29,24,98880.0,4120.0,8.192841
2023-12-07,15384.587463876462,2023-11-29,24,98880.0,4120.0,7.535492
2023-12-08,17198.692360516314,2023-11-29,24,98880.0,4120.0,10.788788
2023-12-09,13342.337120909082,2023-11-29,24,98880.0,4120.0,9.683746
